단어,URL,설명
용맹한 호랑이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247969/MOV000261208_700X466.mp4,"예로부터 호랑이는 벽사(요사스러운 것을 물리침)의 목적으로 널리 그린 주제입니다. 대부분 호랑이를 소나무 또는 대나무, 까치 등과 함께 그리지만, 이 그림에서는 배경을 생략한 채 호랑이만 화면에 꽉 차게 그렸습니다. 안으로 야무지게 말린 꼬리, 매서운 눈빛과 표정, 묵직한 발놀림에서 느껴지는 긴장감은 화가의 뛰어난 솜씨를 보여 줍니다. 가는 붓으로 그린 꼼꼼하고 치밀한 묘사는 조선 후기 동물화의 특징이기도 합니다. 오른쪽 윗부분에 있는 칠언시는 용맹한 호랑이의 기상을 노래하고 있습니다."
꽃가지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247970/MOV000261210_700X466.mp4,"조선 시대의 채색 화훼화 중 대표작으로 손꼽히는 신명연의 꽃 그림입니다. 신명연은 조선 말기 문인 화가로, 새로운 꽃 그림들을 많이 그려서 조선 화조화의 폭을 넓혔다는 평가를 받습니다. 그는 탐스러운 꽃송이들을 섬세하고 세련된 감각을 더해 표현했습니다. 이 그림이 들어 있는 화첩은 19점의 꽃 그림과 2점의 산수화로 구성되어 있는데, 국화·연꽃·수국 등 다양한 꽃들을 소재로 하고 있습니다. 그림의 오른쪽 하단에는 신명연의 호 ‘애춘’이 새겨진 도장이 찍혀 있습니다."
꽃과 나비,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247971/MOV000261212_700X466.mp4,"남계우는 조선 말기의 문인이자 화가로, ‘남나비’라는 별명으로 불릴 정도로 나비 그림의 일인자였습니다. 그는 실제 나비들을 채집하여 연구한 것을 토대로 평생 나비 그림을 그렸습니다. 두 폭으로 제작된 이 작품은 꽃과 어우러진 나비들을 곱고 화려하게 채색하고 정교하게 가는 붓으로 묘사했습니다. 각 그림 위쪽에는 나비에 관해 남계우가 직접 쓴 글이 적혀 있고, 모란과 붓꽃 사이를 날아다니는 나비들을 다양하게 표현했습니다. 섬세하게 표현된 나비와 꽃, 전형적인 3단 구성 등 남계우 호접도의 특징을 잘 보여 주는 대표작입니다."
도시대왕,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248078/MOV000261454_700X466.mp4,"도시대왕은 죽음 뒤에 가는 명부의 세계에서 죽은 사람을 심판하는 열 명의 왕 중 아홉 번째 왕으로 죽은 사람의 일주기一周忌를 관장합니다. 이 그림은 구름을 경계로 위아래로 구분됩니다. 위쪽 가운데에는 도시대왕이 의자에 앉아 있고 좌우에는 재판을 보좌하는 판관들과 여러 하급관리, 저승사자, 옥졸 등이 묘사되어 있습니다. 아래쪽의  지옥 장면에는 죄인들이 지은 죄의 무게를 저울에 다는 장면과 죄인을 얼음에 가두는 빙산지옥이 묘사되어 있습니다."
현왕,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248079/MOV000261456_700X466.mp4,"현왕은 지옥의 다섯 번째 왕인 염라대왕을 보현왕여래로 신앙하는 데서 유래한 이름으로, 죽은 지 삼 일째 되는 날 심판을 하며 영혼을 구제한다고 합니다. 그림의 중심에는 병풍을 배경으로 의자에 앉아 안면에 웃음을 띠는 할아버지 모습의 현왕이 있고, 그 주위를 부채를 든 천동과 천녀, 두루마리를 든 저승사자, 금색 인궤를 든 인물 등이 에워싸고 있습니다. 현왕도는 명부의 세계를 묘사한 시왕도가 있는 절에서도 별도로 만들었는데, 이는 현왕이 시왕과는 다른 별도의 신앙 대상이었음을 알려 줍니다."
청자연꽃넝쿨무늬 주전자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248080/MOV000261458_700X466.mp4,"감각적인 무늬와 형태가 눈길을 잡아끄는 고려청자 주전자입니다. 특히 주전자 뚜껑은 연꽃 받침 위에 날개를 치켜 올린 봉황이 올라앉은 모양입니다. 연꽃잎은 흰 흙으로 강조하고 주전자 몸통은 연꽃무늬와 넝쿨무늬로 화려하게 장식했습니다. 이 청자 주전자는 붓에 흰 흙을 묻혀 바르는 퇴화 기법으로 처리했는데, 상감 기법보다 정교하진 않지만 붓 자국이 살아 있어 힘차고 시원한 느낌을 줍니다."
분청사기 연꽃 넝쿨무늬병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248081/MOV000261460_700X466.mp4,"약간 벌어진 병 입구에서부터 좁은 목을 타고 내려와 펑퍼짐한 몸체를 지나 굽까지 내려오는 선이 넉넉하고 안정적인 분청사기 병입니다. 병의 형태와 문양 구성이 잘 조화되어 짜임새 있으며, 정성스럽게 새겨 넣은 장식에서 단정함이 느껴집니다. 문양은 모두 다섯 부분으로 나뉘는데, 몸통 중앙 부분 세 곳에 연꽃이 배치되어 있고 각 연꽃은 줄기가 원을 그리듯 연결되어 있습니다. 또한 연꽃과 연잎 내부를 흑상감하여 강조하고 여백은 백상감으로 점을 찍어 채웠습니다. 조선 초기에 제작된 병의 전형적인 모습을 보여 주는 뛰어난 작품입니다."
백자 향꽂이와 주전자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248082/MOV000261462_700X466.mp4,"옛 사람들은 차를 마시거나 방 안에 향을 피워 놓고 몸과 마음을 수련했는데, 찻주전자와 향꽂이에는 이런 문화가 고스란히 담겨 있습니다. 찻주전자 뚜껑에는 하늘에 오르지 못한 반용이 붙어 있습니다. 접시 모양의 향꽂이 바닥에도 반용이 산을 휘감고 있으며 산과 집 모양으로 장식되어 있습니다. 두 작품 모두 청백색을 띠며 바탕흙과 유약의 품질이 매우 뛰어난 최상품입니다. 보는 것만으로도 몸과 마음이 맑아질 정도로 순백자의 맑은 미감이 돋보이는 뛰어난 작품입니다."
백자 대나무모양 병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248083/MOV000261465_700X466.mp4,대나무 마디처럼 깎아 만든 독특한 모양의 백자 병입니다. 조선 후기에 백자의 형태와 장식 기법이 다양하고 높은 경지에 도달했음을 보여 주고 있습니다. 전체적으로 담청색 유약이 뭉치거나 떨어진 곳 없이 고르게 녹아 있고 잔금이 없어 맑게 느껴집니다. 맑은 코발트 안료를 칠한 대나무 잎은 작품의 완성도를 더욱 높여 줍니다. 단아한 형태와 절제된 무늬 배치가 깔끔하게 조화를 이룬 뛰어난 작품입니다.
백자철화용무늬항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248084/MOV000261467_700X466.mp4,떡 벌어진 어깨와 58센티미터에 이르는 높이로 보는 사람을 압도하는 백자 항아리입니다. 이러한 대형 항아리는 궁중 잔치 등에 사용되었다고 합니다. 항아리 전체에 철분이 포함된 안료로 구름과 용을 그려 넣었습니다. 특히 다섯 개의 발가락을 쫙 펼쳐 여의주를 잡고 있는 용과 그 주위의 구름을 매우 능숙하게 그렸습니다. 여백이 거의 보이지 않을 정도의 꽉 찬 배치와 공들여 자세히 묘사한 세부 표현이 돋보이는 작품입니다.
영조후궁 영빈이씨 인장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248085/MOV000261469_700X466.mp4,"거북이 모양의 인장 아랫면에는 ‘昭裕暎嬪之印’(소유영빈인)이라는 글자가 새겨져 있습니다. ‘영빈’은 영조의 후궁이자 사도세자의 어머니인 영빈 이씨를 가리키며 ‘소유’는 고종이 영빈에게 내린 시호입니다. 영빈 이씨가 세상을 떠나자 영조는 애통해하며 성대하게 장례를 치르고 ‘의열’이라는 시호를 내렸습니다. 그로부터 200여 년이 지난 1899년, 고종은 영빈에게 다시 시호를 내리고 새롭게 인장을 만들도록 했습니다. 대한제국을 세우고 황제에 오른 고종이 황실의 위상을 높이고자 했던 의지가 엿보입니다. "
부처,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248086/MOV000261471_700X466.mp4,우리나라에서 철로 만든 불상 중 가장 큰 불상입니다. 옷자락이 왼쪽 어깨에 걸쳐진 것이나 오른손을 곧게 펴서 무릎 아래로 내려뜨려 땅을 향하고 있는 모습 등이 석굴암의 본존불과 같은 형식입니다. 통일신라 시대 불상의 특징을 고려 시대에도 잘 이어서 만들었다는 것을 알 수 있습니다. 편하게 내려놓은 것 같지만 오른손을 아래로 펴고 있는 손 모양은 모든 마귀를 물리치고 깨달음을 얻었다는 것에 대해 땅의 신이 증명했음을 상징적으로 표현한 것으로 항마촉지인이라고 합니다.
광배와 대좌,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248087/MOV000261473_700X466.mp4,"‘광배’는 부처의 몸에서 나오는 진리의 빛으로 머리나 몸 뒤쪽의 원형 또는 배 모양으로 표현됩니다. 중생을 구제하기 위해 여러 모습으로 바꾸어 나타나는 부처를 화불이라고 하는데, 광배에 작은 화불을 표현하기도 합니다. 불상이 딛고 서 있거나 앉아 있는 자리를 ‘대좌’라고 합니다. 대좌는 불상을 보호하고 존중하기 위한 받침 역할을 하는데, 연꽃을 본뜬 연화좌가 많습니다. 연꽃은 진흙 속에서 피어나지만 그 자체는 더러운 것에 물들지 않아 열반의 경지를 나타내는 불교의 상징이 되었습니다."
여성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248266/MOV000261831_700X466.mp4,"동상이나 기념비 등 공공 조각의 선구자였던 히나고 지츠조가 1931년에 만든 대리석상입니다. 이 작품은 당시 도쿄에 머물고 있었던 영친왕과 인연이 있습니다. 히나고의 일기에 의하면, 1931년 9월 영친왕이 작업실을 방문하여 이 작품의 석고 원형을 감상하고는 이를 대리석에 새겨 줄 것을 주문했다고 합니다. 평소 예술에 조예가 깊었던 것으로 알려진 영친왕이 이왕가미술관의 운영에 적지 않은 영향을 미치고 있었음을 알려 주는 이야기입니다."
발우,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248267/MOV000261833_700X466.mp4,"도쿄미술학교의 교수이자 제실기예원을 지낸 공예가 시미즈 난잔의 작품입니다. ‘흑미동’, 즉 ‘검은빛을 띠는 동’으로 만든 발우입니다. 발우의 표면에는 가는 정을 이용하여 당초문과 가릉빈가 세 마리를 새겼는데, 특히 가릉빈가는 금을 입혀 장식했습니다. 가릉빈가는 하반신이 새이고 상반신은 사람의 모습을 한 불교 세계의 상상 속 동물입니다. 발우 정면에는 가릉빈가 옆을 날아가는 작고 귀여운 새 한 마리도 있습니다."
나뭇잎무늬 차솥,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248268/MOV000261835_700X466.mp4,"에도 시대부터 차솥을 만들었던 장인 집안 출신 오쿠니 하쿠사이의 작품입니다. 이 작품과 같은 형태의 차솥을 일본어로는 ‘우바구치가마’(姥口釜)라고 합니다. 우바구치는 ‘노파의 입'이라는 말로, 뚜껑 주변이 마치 이 빠진 할머니의 입처럼 움푹 들어가 있다고 하여 붙인 이름입니다. 뚜껑 주변에 새겨진 희미한 나뭇잎 모양은 거친 차솥에 은은한 장식 효과를 더하고 있어 쓸쓸하지만 차분한 아름다움이 있는 일본 다도의 세계를 상징하는 듯합니다."
갈유사이도호,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248269/MOV000261837_700X466.mp4,"장쑤성 의흥요에서 만든 것입니다. 의흥요는 명·청 시대 차를 마실 때 흔히 사용했던 찻주전자로 유명한 가마입니다. 이 갈유사이병은 흔히 ‘한병’이라고 부르는데, 남송과 원나라 때 유행한 것으로 남송의 장군 한세충이 금나라를 공격할 때 군대에서 사용한 술병 또는 물병이라고 합니다. 후에 민간에서도 유행하여 술을 담는 그릇으로 널리 사용되었습니다."
백유철화파도화훼문장경병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248270/MOV000261839_700X466.mp4,"목이 긴 이 화병은 신안선에서 발견된 길주요의 걸작입니다. 흰색 유약 바탕에 철 성분이 함유된 시료로 파도와 꽃무늬를 그렸습니다. 화병의 입 부분과 몸체의 맨 아랫부분에는 넓은 띠선이 둘러져 있고, 그 사이 몸체에 가는 선으로 넝쿨무늬가 장식되어 있는데 이것은 길주요 특유의 문양입니다."
청자낭자입상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248271/MOV000261841_700X466.mp4,"연꽃잎을 오른쪽 어깨에 메고 있는 고아한 여인의 모습입니다. 이를 통해 당시 유행했던 머리 모양과 옷의 형태를 추정할 수 있습니다. 어깨의 연잎 위로 초를 꽂을 수 있는 꽂이가 달려 있습니다. 얼굴과 목·손 부분은 유약을 입히지 않아 피부와 같은 질감을 살렸습니다. 앞부분의 머리카락은 가는 선으로 돋을새김 하여 표현했습니다. 머리 앞뒷면, 양팔, 몸통의 앞뒷면, 어깨에 얹힌 연꽃 등은 따로 만들어 붙이고 일부 장식도 따로 붙였는데 전체적으로 세련된 솜씨가 돋보입니다."
청자상감운학문대접,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248272/MOV000261843_700X466.mp4,"신안선에서는 고려청자 베개, 잔받침, 벼루에 먹을 갈 때 쓸 물을 담는 연적 등이 발견되었습니다. 고려 시대 청자 생산지인 전라남도 강진과 전라북도 부안에서 13~14세기 전반 무렵에 제작된 것들입니다. 당시 일본의 상류층은 고려청자를 사치품으로 수입했는데, 신안선 출토품과 유사한 고려청자가 일본의 여러 유적에서 발견되고 있습니다. 이 대접은 상감 기법으로 구름, 학, 넝쿨무늬 등을 장식했습니다."
금장 다치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248273/MOV000261845_700X466.mp4,"일본의 칼은 베기 쉽도록 날이 완만하게 휘어져 있는 것이 특징입니다. 날의 둥글게 부푼 쪽을 아래로 향해 지면에 수평으로 늘어뜨려 차는 칼을 ‘다치’(太刀)라고 합니다. 전시되어 있는 유물과 같이 금가루를 섞어 옻칠한 칼집에 가죽 끈을 감은 것을 ‘끈을 두른 다치’, 즉 ‘이토마키 다치’(絲卷太刀)라고 부릅니다. 이렇게 다치를 꾸미는 형식은 16세기 무로마치 시대 후기에 성립되었고, 전쟁이 없던 에도 시대에 다치가 의장용으로 많이 사용되면서 더욱 화려해졌습니다."
백자 채색 송죽매문 접시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248274/MOV000261847_700X466.mp4,"추운 겨울에도 고고한 자태를 잃지 않아 예로부터 그림이나 시의 주제로 많이 다루어진 세한삼우, 즉 소나무·대나무·매화가 그려진 나베시마 자기의 접시입니다. 나베시마 자기는 17세기 전반 에도 시대 초기에 지금의 규슈 사가현에 있던 나베시마번의 번주가 직접 운영한 가마에서 생산된 자기를 말합니다. 현대적이고 정밀한 디자인과 독특한 색감이 특징인 고급 자기입니다."
일본의 병풍,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248275/MOV000261849_700X466.mp4,"일본의 병풍은 대개 여섯 번 접히는 육곡 병풍 두 점이 한 쌍을 이루는데, 이와 같은 형식은 14세기 이후에 생겨났습니다. 당시의 병풍은 감상을 위한 회화 작품이라기보다 벽이 없는 넓은 공간을 나누기 위한 가구였습니다. 이후 16세기 모모야마 시대에 금칠을 하여 꾸민 병풍이 등장했으며, 17~19세기의 에도 시대에 금색 바탕에 화려하게 채색한 병풍이 많이 만들어졌습니다. 병풍에 표현된 주제도 다양해져 전통적인 산과 물, 꽃과 새, 옛 이야기는 물론이고 일본 각지의 명소와 풍속도 많이 그려졌습니다."
겐지모노가타리 화첩,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248276/MOV000261852_700X466.mp4,"11세기 헤이안 시대의 여성 소설가 무라사키 시키부가 지은 장편소설 『겐지모노가타리』 각 장의 내용을 그린 화첩 가운데 제1장 ‘기리쓰보’, 제25장 ‘호타루’의 장면입니다. 제1장에는 기리쓰보 천황이 고려에서 온 사신에게 자신의 어린 아들의 운명을 점쳐 달라고 부탁하는 장면이 그려져 있습니다. 이 소년이 바로 소설의 주인공 히카루 겐지입니다. 제25장에서는 겐지가 어두운 밤, 사랑하는 여인 다마카즈라의 모습을 엿보기 위해 호타루, 즉 반딧불을 날려 보내는 낭만적인 장면이 연출됩니다."
이채초상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247972/MOV000261214_700X466.mp4,머리에 동파관을 쓰고 심의를 입고 정면을 바라보는 이채의 초상입니다. 이채는 김창협의 문인이자 노론의 중심인물이었던 이재의 손자로 한성부좌윤 등을 지냈습니다. 이 초상화에서 시선을 사로잡는 것은 정면을 바라보는 눈동자입니다. 동자 주변의 홍채에 노란색을 칠해 눈동자가 더욱 생생하게 느껴집니다. 얼굴의 묘사도 인상적입니다. 얼굴의 윤곽을 설정한 후 비단의 뒷면에 배채를 하고 앞에서 짧고 묘사적인 붓질을 여러 번 하여 이목구비의 굴곡과 입체감이 잘 드러나도록 했습니다.
윤급초상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247973/MOV000261216_700X466.mp4,"윤급은 영조대에 활동한 문신으로 이조판서, 한성판윤, 형조판서 등을 거쳐 칠십 세가 넘는 정2품 이상의 고관을 예우하기 위해 설치된 기로소에 들어갔습니다. 조선 후기의 전형적인 사대부 초상화로 관복을 갖춰 입고 왼쪽 얼굴과 귀를 보이게 그린 좌안칠분면상이며, 배경과 바닥에 별다른 묘사를 하지 않고 인물에 집중한 그림입니다. 흉배와 관복의 화려한 문양, 발 받침대의 나뭇결까지 세밀하게 묘사하고, 양미간을 찌푸린 표정, 여러 개의 사마귀를 그대로 그렸습니다. 조선 시대 초상화의 사실성을 잘 보여 주는 뛰어난 작품입니다."
화개현의 별장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247974/MOV000261218_700X466.mp4,"지리산 자락의 화개현에 있던 선비 정여창의 별장에서 열린 모임을 기념하기 위해 그의 후손이 화가 이징에게 의뢰하여 그린 작품입니다. 선비들의 모임을 그린 그림을 계회도라고 합니다. 화면은 세 부분으로 구분되는데, 위에는 전서체로 제목을 적고, 가운데에는 별장 주변 산수를 엷게 그렸습니다. 화면 아래에는 이 모임에 참석했던 사람들이 각각 쓴 시와 이 그림의 제작 배경 등이 적혀 있습니다. 조선 중기 안견 화풍의 영향을 잘 보여 주는 작품이자, 조선 시대 유교 문화 연구에도 귀중한 자료입니다."
누각에서 즐기는 모임,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247975/MOV000261220_700X466.mp4,"조선 후기 화가 이인문이 경치 좋은 누각에 모여 풍류를 즐기는 문인들의 모습을 그린 작품입니다. 등장하는 네 인물은 이인문과 그와 가까운 벗들입니다. 탁자 앞에 앉아 종이를 펴는 사람은 이인문이고 맞은편 그림을 들고 보고 있는 사람이 임희지입니다. 또한 난간에 기댄 사람은 김영면이고 의자에 앉아 경치를 바라보는 사람은 서영수입니다. 그림 위에 적힌 ‘청화월’은 음력 4월을 뜻하는데, 이 무렵 문인들은 경치 좋은 곳에서 풍류를 즐겼다고 합니다. 노년기 이인문의 완숙한 경지를 엿볼 수 있는 작품입니다."
여산에서 바라본 폭포,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247976/MOV000261222_700X466.mp4,"조선의 대표적인 화가 정선의 작품입니다. 여산은 중국의 명산으로 많은 문인이 은거하며 시를 지었던 곳입니다. 특히 여산의 장대한 폭포는 이백을 비롯한 여러 시인과 화가가 즐겨 묘사했을 정도로 유명했습니다. 힘차게 수직으로 쏟아지는 폭포가 화면을 압도하고, 울퉁불퉁한 암벽의 질감은 정선 특유의 수직준(가늘고 긴 선을 죽죽 내리긋는 표현법)으로 묘사했습니다. 우거진 숲에는 단풍이 들어 가을날의 풍경임을 알 수 있습니다. 붓놀림이 능숙하고 힘이 있는 필치를 미루어 정선의 60대 이후의 작품으로 추정됩니다."
눈 속에 길 떠나는 선비,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247977/MOV000261224_700X466.mp4,"조선 중기의 대표적인 화원 김명국의 작품으로, 겨울 새벽녘 먼 길 떠나는 선비와 사립문에 기대어 배웅하는 남자아이의 모습을 담고 있습니다. 부벽준(도끼로 찍은 듯한 자국을 남기는 표현법)으로 대담하게 그린 날카로운 절벽과 앙상한 나무는 매서운 겨울날의 풍경을 잘 드러내고 있습니다. 이처럼 힘 있는 붓놀림과 과장된 표현은 김명국 그림의 특징입니다. 문 앞에까지 나와 배웅하는 동자와 뒤돌아보며 아쉬움을 전하는 나귀 탄 선비의 모습은 매화를 찾아 떠나는 당나라의 시인 맹호연을 생각나게 합니다."
풍악도첩,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247978/MOV000261226_700X466.mp4,진경산수화의 대가 정선이 절친한 벗인 강원도 김화 현감 이병연과 함께 금강산을 유람하며 그린 그림들을 모아 엮은 책입니다. 지금까지 알려진 정선의 작품 중에서는 가장 이른 시기인 36세 때의 작품입니다. 총 14면의 화첩에는 금강산의 명승지를 그린 13면의 그림과 제작 내력을 적은 발문 1면이 묶여 있습니다. 각 화면에는 산의 형세와 특징에 따라 다양한 표현법과 구도로 금강산의 모습을 꼼꼼히 묘사하고 각각의 지명을 적어 넣었습니다. 정선의 금강산도의 전형을 이해할 수 있는 중요한 작품입니다.
강산무진도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247979/MOV000261241_700X466.mp4,"조선 후기의 화원 이인문이 그린 대작으로, 가로 길이가 856cm에 달하며 현재 전하는 조선 시대 회화 중 가장 긴 횡권(옆으로 긴 형식)입니다. 장대하게 펼쳐진 긴 화면에는 산봉우리들이 끊임없이 이어지며 기세를 형성해 가는 힘이 돋보입니다. 그런가 하면 산과 산 사이 마을에는 자연을 배경으로 평화롭게 살아가는 사람들의 다양한 일상이 펼쳐집니다. 이처럼 강산무진도는 자연과 사회가 어우러진 이상향을 그리고 있습니다. 화면 마지막에 김정희의 도장이 찍혀 있어 훗날 그가 감상했음을 알 수 있습니다."
감산사 미륵보살과 아미타불,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248088/MOV000261475_700X466.mp4,"경주 감산사 터에 있던 미륵보살과 아미타불로 각각의 뒷면에 만든 사람과 만든 배경이 자세하게 새겨져 있습니다. 그 글에 의하면, 719년 신라 최고 행정기구인 집사부의 시랑 김지성이 돌아가신 부모님의 명복을 빌기 위해 감산사를 짓고 두 불상을 만들었다고 합니다. 미륵보살상은 장식이 화려하고 율동적이면서 관능적인 모습입니다. 이 미륵보살과 아미타불은 광배와 하나의 돌로 이루어져 있고 대좌는 따로 만들었습니다. 사실적이고 화려한 장식을 보면 8세기 초 화강암을 다루는 기술이 상당한 수준이었음을 알 수 있습니다."
비로자나불,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248089/MOV000261478_700X466.mp4,"비로자나불은 불교의 진리를 상징하는 부처로 통일신라 사람들은 ‘지권인’이라는 손 모양의 비로자나불상을 만들었습니다. 지권인은 곧추세운 왼손의 검지를 오른손으로 감싸 쥐고 있는 손 모양입니다. 오른손은 부처가 사는 세계를, 왼손은 인간 세계를 나타냅니다. ‘지권인’은 중생과 부처가 둘이 아니고 하나이며, 중생을 구제하고 번뇌를 없애며 부처의 지혜를 얻는다는 뜻입니다. 우리나라에서 비로자나불은 통일신라 시대에 많이 만들어졌습니다. 이 불상은 정교한 표현 기법으로 볼 때 통일신라 후기인 9세기에 만들어진 것으로 생각됩니다."
부처,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248090/MOV000261480_700X466.mp4,충청남도 서산 보원사에 있던 고려 시대의 철불입니다. 중앙 권력이 약화된 후삼국 시기부터 지방마다 제각기 특색 있는 불상을 만들기 시작했습니다. 또한 오늘날처럼 유행이 전국적으로 퍼지기 어려웠던 고려 시대에도 각 지방마다 개성 있는 불상이 만들어졌습니다.
아미타삼존불,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248091/MOV000261482_700X466.mp4,"극락 세계인 서방 정토에 있는 부처인 아미타불은 누구라도 지극 정성으로 아미타불을 부르면 극락으로 데리고 간다고 합니다. 그래서 사람들은 항상 “나무아미타불”을 불렀습니다. 아미타불은 도와주는 보살(협시보살)들과 함께 있기도 합니다. 오른쪽에 있는 관음보살은 자비를, 왼쪽에 있는 대세지보살은 지혜를 상징합니다. 구리로 만들고 옻칠을 한 후 금박을 입힌 아미타불상은 고려 시대의 세련되고 우아한 불교 미술 작품입니다."
관음보살,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248092/MOV000261486_700X466.mp4,"언뜻 보기에도 우리나라의 전통적인 불상과는 앉은 자세도 다르고 장신구도 무척 화려한 관음보살상입니다. 원대와 명대의 티베트-몽골 계열의 불상 양식이 우리나라에 전래되면서 고려 말부터 조선 초까지 만들어졌던 독특한 형태의 불상입니다. 온몸을 둘러싼 장신구, 높은 보관, 커다란 귀걸이와 목걸이·팔찌 등이 특징입니다. 고려 말에서 조선 초까지 우리나라에 다양한 불교문화가 공존했음을 보여 주는 대표적인 사례입니다."
연가 칠년이 새겨진 부처,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248093/MOV000261488_700X466.mp4,"광배·불상·대좌가 하나로 제작된 불상입니다. 광배 앞면에 새겨진 기하학적인 불꽃무늬뿐만 아니라 이 불상에서 눈여겨봐야 할 것은 광배 뒷면에 불상의 제작 연대와 제작지 그리고 제작 이유를 밝혀 놓은 마흔일곱 자의 글씨입니다. “연가 칠년(539년)에 고구려의 수도인 평양 동사라는 절의 주지승을 비롯한 신도 사십 명이 천 개의 불상을 만들어 세상에 퍼뜨렸는데, 이 불상은 그 스물아홉 번째이다.” 이렇게 적혀 있습니다. 이 불상은 제작 연대를 확실히 알 수 있는 가장 오래된 불상입니다."
악기를 연주하는 천인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248094/MOV000261490_700X466.mp4,"악기를 연주하는 천인, 즉 주악천의 모습입니다. 주악천은 음악으로 불교의 진리를 표현합니다. 두 손으로 피리를 잡고 있었을 것으로 여겨집니다. 입 모양은 무언가 불고 있는 듯 힘이 들어가 있습니다. 매우 사실적인 표현이 돋보입니다."
황복사터 삼층석탑에서 나온 순금 불상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248095/MOV000261492_700X466.mp4,"경주시 구황동 황복사터에 있는 삼층석탑에서 1942년에 발견된 순금 불상과 아미타불상입니다. 사리함 뚜껑에 눌러 쓴 기록에 의하면, 692년 효소왕이 아버지인 신문왕의 명복을 빌기 위해 석탑을 만들고 그 안에 금동사리함을 넣었으며, 706년 성덕왕이 다시 사리함에 무구정광다라니경을 넣었다고 합니다. 왕실에서 만들어 매우 정교하면서도 아름다운 두 불상은 균형 잡힌 형태나 연꽃무늬 대좌와 광배의 표현도 뛰어나지만 얇은 두께의 금으로 만들어 낸 놀라운 주조 기술을 보여 주고 있습니다."
약사불,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248096/MOV000261495_700X466.mp4,동그란 단지를 들고 있는 부처는 약사불입니다. 약사불은 아픈 이들의 병을 고쳐 주고 도와주는 부처입니다. 손에 들고 있는 단지는 약합입니다. 전쟁과 질병의 고통에서 벗어나고자 염원했던 통일신라 시대의 사람들은 약사불을 믿으며 신체적 질병뿐만 아니라 무지로부터의 구원을 기원했습니다.
